time,price
2026-03-03T14:15:00+00:00,67170.0
2026-03-03T14:15:01+00:00,67170.01
2026-03-03T14:15:02+00:00,67170.0
2026-03-03T14:15:03+00:00,67170.0
2026-03-03T14:15:04+00:00,67146.55
2026-03-03T14:15:05+00:00,67146.56
2026-03-03T14:15:06+00:00,67146.56
2026-03-03T14:15:07+00:00,67158.7
2026-03-03T14:15:08+00:00,67148.16
2026-03-03T14:15:09+00:00,67149.6
2026-03-03T14:15:10+00:00,67156.7
2026-03-03T14:15:11+00:00,67158.57
2026-03-03T14:15:12+00:00,67154.74
2026-03-03T14:15:13+00:00,67142.25
2026-03-03T14:15:14+00:00,67142.24
2026-03-03T14:15:15+00:00,67147.75
2026-03-03T14:15:16+00:00,67150.15
2026-03-03T14:15:17+00:00,67160.03
2026-03-03T14:15:18+00:00,67160.03
2026-03-03T14:15:19+00:00,67154.19
2026-03-03T14:15:20+00:00,67150.01
2026-03-03T14:15:21+00:00,67153.9
2026-03-03T14:15:22+00:00,67153.9
2026-03-03T14:15:23+00:00,67153.91
2026-03-03T14:15:24+00:00,67156.93
2026-03-03T14:15:25+00:00,67156.93
2026-03-03T14:15:26+00:00,67156.93
2026-03-03T14:15:27+00:00,67156.93
2026-03-03T14:15:28+00:00,67156.93
2026-03-03T14:15:29+00:00,67156.92
2026-03-03T14:15:30+00:00,67162.34
2026-03-03T14:15:31+00:00,67162.34
2026-03-03T14:15:32+00:00,67162.33
2026-03-03T14:15:33+00:00,67162.33
2026-03-03T14:15:34+00:00,67173.2
2026-03-03T14:15:35+00:00,67173.21
2026-03-03T14:15:36+00:00,67173.21
2026-03-03T14:15:37+00:00,67173.21
2026-03-03T14:15:38+00:00,67165.48
2026-03-03T14:15:39+00:00,67152.97
2026-03-03T14:15:40+00:00,67150.16
2026-03-03T14:15:41+00:00,67150.15
2026-03-03T14:15:42+00:00,67150.16
2026-03-03T14:15:43+00:00,67150.16
2026-03-03T14:15:44+00:00,67152.35
2026-03-03T14:15:45+00:00,67152.36
2026-03-03T14:15:46+00:00,67152.36
2026-03-03T14:15:47+00:00,67152.36
2026-03-03T14:15:48+00:00,67139.6
2026-03-03T14:15:49+00:00,67139.6
2026-03-03T14:15:50+00:00,67139.61
2026-03-03T14:15:51+00:00,67139.6
2026-03-03T14:15:52+00:00,67139.61
2026-03-03T14:15:53+00:00,67123.64
2026-03-03T14:15:54+00:00,67115.41
2026-03-03T14:15:55+00:00,67106.88
2026-03-03T14:15:56+00:00,67100.75
2026-03-03T14:15:57+00:00,67100.74
2026-03-03T14:15:58+00:00,67108.44
2026-03-03T14:15:59+00:00,67115.61
2026-03-03T14:16:00+00:00,67117.92
2026-03-03T14:16:01+00:00,67129.13
2026-03-03T14:16:02+00:00,67135.1
2026-03-03T14:16:03+00:00,67147.93
2026-03-03T14:16:04+00:00,67138.23
2026-03-03T14:16:05+00:00,67127.48
2026-03-03T14:16:06+00:00,67127.47
2026-03-03T14:16:07+00:00,67120.76
2026-03-03T14:16:08+00:00,67120.76
2026-03-03T14:16:09+00:00,67116.01
2026-03-03T14:16:10+00:00,67107.37
2026-03-03T14:16:11+00:00,67107.37
2026-03-03T14:16:12+00:00,67107.37
2026-03-03T14:16:13+00:00,67102.01
2026-03-03T14:16:14+00:00,67102.01
2026-03-03T14:16:15+00:00,67107.36
2026-03-03T14:16:16+00:00,67097.9
2026-03-03T14:16:17+00:00,67104.74
2026-03-03T14:16:18+00:00,67104.75
2026-03-03T14:16:19+00:00,67104.74
2026-03-03T14:16:20+00:00,67104.75
2026-03-03T14:16:21+00:00,67107.62
2026-03-03T14:16:22+00:00,67107.63
2026-03-03T14:16:23+00:00,67109.67
2026-03-03T14:16:24+00:00,67104.75
2026-03-03T14:16:25+00:00,67104.74
2026-03-03T14:16:26+00:00,67104.75
2026-03-03T14:16:27+00:00,67098.03
2026-03-03T14:16:28+00:00,67098.02
2026-03-03T14:16:29+00:00,67098.03
2026-03-03T14:16:30+00:00,67098.03
2026-03-03T14:16:31+00:00,67098.02
2026-03-03T14:16:32+00:00,67098.02
2026-03-03T14:16:33+00:00,67091.76
2026-03-03T14:16:34+00:00,67091.76
2026-03-03T14:16:35+00:00,67091.77
2026-03-03T14:16:36+00:00,67091.76
2026-03-03T14:16:37+00:00,67091.76
2026-03-03T14:16:38+00:00,67080.0
2026-03-03T14:16:39+00:00,67079.25
2026-03-03T14:16:40+00:00,67079.26
2026-03-03T14:16:41+00:00,67090.03
2026-03-03T14:16:42+00:00,67088.7
